"","x","y"
"662",-58.461792,-34.66739017
"663",-58.46179197,-34.6696437
"664",-58.46179195,-34.67189723
"665",-58.46179193,-34.67415076
"666",-58.4617919,-34.67640428
"667",-58.46179188,-34.67865781
"670",-58.46179186,-34.68091134
"671",-58.46179182,-34.68316487
"672",-58.4617918,-34.68541839
"673",-58.46179178,-34.68767191
"674",-58.46179175,-34.68992544
"675",-58.46179173,-34.69217896
"676",-58.4617916,-34.70344656
"677",-58.46179158,-34.70570008
"678",-58.45943501,-34.5378107
"679",-58.45943492,-34.54006428
"681",-58.45943484,-34.54231786
"682",-58.45943475,-34.54457144
"683",-58.45943466,-34.54682501
"684",-58.45943458,-34.54907859
"685",-58.45943448,-34.55133216
"686",-58.45943439,-34.55358574
"687",-58.45943431,-34.55583931
"688",-58.45943422,-34.55809288
"689",-58.45943413,-34.56034646
"690",-58.45943404,-34.56260003
"692",-58.45943395,-34.5648536
"693",-58.45943387,-34.56710716
"694",-58.45943378,-34.56936073
"695",-58.45943369,-34.5716143
"696",-58.45943361,-34.57386786
"697",-58.45943351,-34.57612143
"698",-58.45943343,-34.578375
"699",-58.45943334,-34.58062856
"700",-58.45943325,-34.58288212
"701",-58.45943316,-34.58513568
"703",-58.45943307,-34.58738924
"704",-58.45943272,-34.59640348
"705",-58.45943263,-34.59865704
"706",-58.45943254,-34.6009106
"707",-58.45943246,-34.60316415
"708",-58.45943237,-34.6054177
"709",-58.45943228,-34.60767126
"710",-58.45943219,-34.60992481
"711",-58.4594321,-34.61217836
"712",-58.45943202,-34.61443192
"714",-58.45943193,-34.61668547
"715",-58.45943184,-34.61893902
"716",-58.45943175,-34.62119256
"717",-58.45943166,-34.62344611
"718",-58.45943157,-34.62569966
"719",-58.45943149,-34.6279532
"720",-58.45943139,-34.63020675
"721",-58.45943131,-34.63246029
"722",-58.45943122,-34.63471384
"723",-58.45943113,-34.63696738
"725",-58.45943104,-34.63922092
"726",-58.45943095,-34.64147446
"727",-58.45943086,-34.643728
"728",-58.45943078,-34.64598154
"729",-58.45943069,-34.64823508
"730",-58.4594306,-34.65048862
"731",-58.45943051,-34.65274216
"732",-58.45943042,-34.65499569
"733",-58.45943034,-34.65724923
"734",-58.45943025,-34.65950276
"736",-58.45943016,-34.6617563
"737",-58.45943007,-34.66400983
"738",-58.45942998,-34.66626336
"739",-58.45942989,-34.66851689
"740",-58.4594298,-34.67077042
"741",-58.45942971,-34.67302395
"742",-58.45942962,-34.67527748
"743",-58.45942954,-34.67753101
"744",-58.45942945,-34.67978454
"745",-58.45942936,-34.68203806
"747",-58.45942927,-34.68429159
"748",-58.45942918,-34.68654511
"749",-58.4594291,-34.68879863
"750",-58.459429,-34.69105216
"751",-58.45942847,-34.70457328
"752",-58.45707639,-34.54119099
"753",-58.45707624,-34.54344457
"754",-58.45707608,-34.54569814
"755",-58.45707593,-34.54795172
"756",-58.45707578,-34.55020529
"758",-58.45707563,-34.55245887
"759",-58.45707548,-34.55471244
"760",-58.45707532,-34.55696601
"761",-58.45707517,-34.55921958
"762",-58.45707502,-34.56147315
"763",-58.45707487,-34.56372672
"764",-58.45707472,-34.56598029
"765",-58.45707457,-34.56823386
"766",-58.45707442,-34.57048743
"767",-58.45707426,-34.57274099
"769",-58.45707411,-34.57499456
"770",-58.45707396,-34.57724813
"771",-58.45707381,-34.57950169
"772",-58.45707366,-34.58175526
"773",-58.4570735,-34.58400882
"774",-58.45707335,-34.58626238
"775",-58.45707274,-34.59527662
"776",-58.45707259,-34.59753018
"777",-58.45707244,-34.59978373
"778",-58.45707229,-34.60203729
"781",-58.45707214,-34.60429084
"782",-58.45707199,-34.60654439
"783",-58.45707183,-34.60879795
"784",-58.45707168,-34.6110515
"785",-58.45707153,-34.61330505
"786",-58.45707138,-34.6155586
"787",-58.45707123,-34.61781215
"788",-58.45707107,-34.6200657
"789",-58.45707092,-34.62231925
"790",-58.45707077,-34.6245728
"792",-58.45707061,-34.62682634
"793",-58.45707046,-34.62907989
"794",-58.45707031,-34.63133344
"795",-58.45707016,-34.63358698
"796",-58.45707001,-34.63584053
"797",-58.45706985,-34.63809407
"798",-58.4570697,-34.64034761
"799",-58.45706955,-34.64260115
"800",-58.4570694,-34.64485469
"801",-58.45706924,-34.64710823
"803",-58.45706909,-34.64936177
"804",-58.45706894,-34.6516153
"805",-58.45706879,-34.65386884
"806",-58.45706864,-34.65612238
"807",-58.45706848,-34.65837591
"808",-58.45706833,-34.66062945
"809",-58.45706818,-34.66288298
"810",-58.45706802,-34.66513651
"811",-58.45706787,-34.66739004
"812",-58.45706772,-34.66964357
"814",-58.45706757,-34.6718971
"815",-58.45706742,-34.67415063
"816",-58.45706726,-34.67640416
"817",-58.45706711,-34.67865769
"818",-58.45706696,-34.68091121
"819",-58.45706681,-34.68316474
"820",-58.45706665,-34.68541827
"821",-58.4570665,-34.68767179
"822",-58.45471779,-34.54231764
"823",-58.45471757,-34.54457122
"825",-58.45471736,-34.5468248
"826",-58.45471714,-34.54907837
"827",-58.45471693,-34.55133195
"828",-58.45471671,-34.55358552
"829",-58.45471649,-34.55583909
"830",-58.45471628,-34.55809267
"831",-58.45471606,-34.56034624
"832",-58.45471585,-34.56259981
"833",-58.45471564,-34.56485338
"834",-58.45471542,-34.56710695
"836",-58.45471521,-34.56936051
"837",-58.45471499,-34.57161408
"838",-58.45471477,-34.57386765
"839",-58.45471456,-34.57612121
"840",-58.45471434,-34.57837478
"841",-58.45471413,-34.58062834
"842",-58.45471391,-34.5828819
"843",-58.4547137,-34.58513547
"844",-58.45471348,-34.58738903
"845",-58.45471326,-34.58964259
"847",-58.45471305,-34.59189615
"848",-58.45471283,-34.59414971
"849",-58.45471262,-34.59640326
"850",-58.4547124,-34.59865682
"851",-58.45471219,-34.60091038
"852",-58.45471197,-34.60316393
"853",-58.45471175,-34.60541749
"854",-58.45471154,-34.60767104
"855",-58.45471132,-34.6099246
"856",-58.45471111,-34.61217815
"858",-58.45471089,-34.6144317
"859",-58.45471068,-34.61668525
"860",-58.45471046,-34.6189388
"861",-58.45471024,-34.62119235
"862",-58.45471003,-34.6234459
"863",-58.45470981,-34.62569944
"864",-58.45470959,-34.62795299
"865",-58.45470938,-34.63020653
"866",-58.45470917,-34.63246007
"867",-58.45470895,-34.63471362
"869",-58.45470873,-34.63696716
"870",-58.45470852,-34.63922071
"871",-58.4547083,-34.64147425
"872",-58.45470808,-34.64372779
"873",-58.45470786,-34.64598132
"874",-58.45470765,-34.64823486
"875",-58.45470743,-34.6504884
"876",-58.45470722,-34.65274194
"877",-58.454707,-34.65499547
"878",-58.45470679,-34.65724901
"880",-58.45470657,-34.65950254
"881",-58.45470635,-34.66175608
"882",-58.45470614,-34.66400961
"883",-58.45470592,-34.66626314
"884",-58.4547057,-34.66851668
"885",-58.45470549,-34.67077021
"886",-58.45470527,-34.67302374
"887",-58.45470506,-34.67527726
"888",-58.45470484,-34.67753079
"889",-58.45470462,-34.67978432
"892",-58.45470441,-34.68203785
"893",-58.45470419,-34.68429137
"894",-58.45470397,-34.68654489
"895",-58.45235913,-34.54344425
"896",-58.45235884,-34.54569783
"897",-58.45235857,-34.54795141
"898",-58.45235829,-34.55020498
"899",-58.45235801,-34.55245855
"900",-58.45235773,-34.55471213
"901",-58.45235745,-34.5569657
"903",-58.45235717,-34.55921927
"904",-58.45235689,-34.56147284
"905",-58.45235661,-34.56372641
"906",-58.45235633,-34.56597998
"907",-58.45235606,-34.56823355
"908",-58.45235578,-34.57048712
"909",-58.4523555,-34.57274069
"910",-58.45235522,-34.57499425
"911",-58.45235494,-34.57724782
"912",-58.45235466,-34.57950138
"914",-58.45235438,-34.58175495
"915",-58.4523541,-34.58400851
"916",-58.45235382,-34.58626207
"917",-58.45235355,-34.58851563
"918",-58.45235326,-34.59076919
"919",-58.45235298,-34.59302275
"920",-58.4523527,-34.59527631
"921",-58.45235243,-34.59752986
"922",-58.45235215,-34.59978342
"923",-58.45235187,-34.60203698
"925",-58.45235159,-34.60429053
"926",-58.45235131,-34.60654408
"927",-58.45235103,-34.60879764
"928",-58.45235075,-34.61105119
"929",-58.45235047,-34.61330474
"930",-58.45235019,-34.61555829
"931",-58.45234991,-34.61781184
"932",-58.45234963,-34.62006539
"933",-58.45234935,-34.62231894
"934",-58.45234907,-34.62457249
"936",-58.45234879,-34.62682603
"937",-58.45234851,-34.62907958
"938",-58.45234823,-34.63133313
"939",-58.45234795,-34.63358667
"940",-58.45234767,-34.63584022
"941",-58.45234739,-34.63809376
"942",-58.45234711,-34.6403473
"943",-58.45234683,-34.64260084
"944",-58.45234655,-34.64485438
"945",-58.45234627,-34.64710792
"947",-58.45234599,-34.64936146
"948",-58.45234571,-34.65161499
"949",-58.45234543,-34.65386853
"950",-58.45234515,-34.65612206
"951",-58.45234487,-34.6583756
"952",-58.45234459,-34.66062913
"953",-58.45234431,-34.66288267
"954",-58.45234403,-34.6651362
"955",-58.45234375,-34.66738973
"956",-58.45234347,-34.66964326
"958",-58.45234319,-34.67189679
"959",-58.45234291,-34.67415032
"960",-58.45234263,-34.67640385
"961",-58.45234234,-34.67865738
"962",-58.45234206,-34.6809109
"963",-58.45234179,-34.68316443
"964",-58.4500004,-34.54457082
"965",-58.45000005,-34.5468244
"966",-58.44999971,-34.54907797
"967",-58.44999937,-34.55133155
"969",-58.44999903,-34.55358512
"970",-58.44999868,-34.5558387
"971",-58.44999834,-34.55809227
"972",-58.449998,-34.56034584
"973",-58.44999766,-34.56259941
"974",-58.44999731,-34.56485298
"975",-58.44999697,-34.56710655
"976",-58.44999663,-34.56936011
"977",-58.44999629,-34.57161368
"978",-58.44999595,-34.57386725
"980",-58.4499956,-34.57612081
"981",-58.44999526,-34.57837438
"982",-58.44999492,-34.58062794
"983",-58.44999457,-34.5828815
"984",-58.44999423,-34.58513506
"985",-58.44999389,-34.58738863
"986",-58.44999354,-34.58964219
"987",-58.4499932,-34.59189575
"988",-58.44999285,-34.59414931
"989",-58.44999251,-34.59640286
"991",-58.44999217,-34.59865642
"992",-58.44999183,-34.60090997
"993",-58.44999148,-34.60316353
"994",-58.44999114,-34.60541709
"995",-58.4499908,-34.60767064
"996",-58.44999045,-34.6099242
"997",-58.44999011,-34.61217775
"998",-58.44998977,-34.6144313
"999",-58.44998942,-34.61668485
"1000",-58.44998908,-34.6189384
"1003",-58.44998874,-34.62119194
"1004",-58.44998839,-34.62344549
"1005",-58.44998805,-34.62569904
"1006",-58.44998771,-34.62795259
"1007",-58.44998736,-34.63020613
"1008",-58.44998702,-34.63245968
"1009",-58.44998667,-34.63471322
"1010",-58.44998633,-34.63696676
"1011",-58.44998599,-34.6392203
"1012",-58.44998565,-34.64147385
"1014",-58.4499853,-34.64372739
"1015",-58.44998495,-34.64598093
"1016",-58.44998461,-34.64823446
"1017",-58.44998427,-34.650488
"1018",-58.44998393,-34.65274154
"1019",-58.44998358,-34.65499508
"1020",-58.44998324,-34.65724861
"1021",-58.44998289,-34.65950214
"1022",-58.44998255,-34.66175568
"1023",-58.44998221,-34.66400921
"1025",-58.44998186,-34.66626274
"1026",-58.44998151,-34.66851627
"1027",-58.44998117,-34.6707698
"1028",-58.44998082,-34.67302333
"1029",-58.44998048,-34.67527686
"1030",-58.44998014,-34.67753039
"1031",-58.44997979,-34.67978391
"1032",-58.44997944,-34.68203744
"1033",-58.44764201,-34.54344377
"1034",-58.44764161,-34.54569734
"1036",-58.4476412,-34.54795092
"1037",-58.44764079,-34.55020449
"1038",-58.44764039,-34.55245806
"1039",-58.44763998,-34.55471164
"1040",-58.44763958,-34.55696521
"1041",-58.44763917,-34.55921878
"1042",-58.44763876,-34.56147235
"1043",-58.44763836,-34.56372592
"1044",-58.44763795,-34.56597949
"1045",-58.44763754,-34.56823306
"1047",-58.44763714,-34.57048663
"1048",-58.44763673,-34.57274019
"1049",-58.44763633,-34.57499376
"1050",-58.44763592,-34.57724733
"1051",-58.44763552,-34.57950089
"1052",-58.44763511,-34.58175445
"1053",-58.4476347,-34.58400802
"1054",-58.44763429,-34.58626158
"1055",-58.44763389,-34.58851514
"1056",-58.44763348,-34.5907687
"1058",-58.44763307,-34.59302226
"1059",-58.44763267,-34.59527582
"1060",-58.44763226,-34.59752937
"1061",-58.44763185,-34.59978293
"1062",-58.44763145,-34.60203648
"1063",-58.44763104,-34.60429004
"1064",-58.44763063,-34.6065436
"1065",-58.44763022,-34.60879715
"1066",-58.44762982,-34.6110507
"1067",-58.44762941,-34.61330425
"1069",-58.447629,-34.6155578
"1070",-58.44762859,-34.61781135
"1071",-58.44762819,-34.6200649
"1072",-58.44762778,-34.62231845
"1073",-58.44762737,-34.624572
"1074",-58.44762696,-34.62682554
"1075",-58.44762656,-34.62907909
"1076",-58.44762615,-34.63133263
"1077",-58.44762574,-34.63358618
"1078",-58.44762533,-34.63583972
"1080",-58.44762493,-34.63809326
"1081",-58.44762452,-34.64034681
"1082",-58.44762411,-34.64260035
"1083",-58.4476237,-34.64485389
"1084",-58.4476233,-34.64710743
"1085",-58.44762289,-34.64936096
"1086",-58.44762248,-34.6516145
"1087",-58.44762207,-34.65386804
"1088",-58.44762167,-34.65612157
"1089",-58.44762125,-34.65837511
"1091",-58.44762085,-34.66062864
"1092",-58.44762044,-34.66288217
"1093",-58.44762003,-34.66513571
"1094",-58.44761962,-34.66738924
"1095",-58.44761921,-34.66964277
"1096",-58.44761881,-34.6718963
"1097",-58.4476184,-34.67414983
"1098",-58.44761799,-34.67640336
"1099",-58.44761758,-34.67865688
"1100",-58.44761718,-34.68091041
"1102",-58.44761676,-34.68316393
"1103",-58.44528322,-34.54457024
"1104",-58.44528275,-34.54682381
"1105",-58.44528229,-34.54907739
"1106",-58.44528181,-34.55133096
"1107",-58.44528135,-34.55358454
"1108",-58.44528087,-34.55583811
"1109",-58.4452804,-34.55809168
"1110",-58.44527994,-34.56034526
"1111",-58.44527947,-34.56259883
"1115",-58.445279,-34.5648524
"1116",-58.44527853,-34.56710596
"1117",-58.44527805,-34.56935953
"1118",-58.44527759,-34.5716131
"1119",-58.44527712,-34.57386666
"1120",-58.44527664,-34.57612023
"1121",-58.44527618,-34.5783738
"1122",-58.44527571,-34.58062736
"1123",-58.44527523,-34.58288092
"1124",-58.44527476,-34.58513448
"1126",-58.4452743,-34.58738804
"1127",-58.44527382,-34.5896416
"1128",-58.44527335,-34.59189516
"1129",-58.44527288,-34.59414872
"1130",-58.44527241,-34.59640228
"1131",-58.44527194,-34.59865584
"1132",-58.44527147,-34.60090939
"1133",-58.445271,-34.60316295
"1134",-58.44527053,-34.60541651
"1135",-58.44527006,-34.60767006
"1137",-58.44526959,-34.60992361
"1138",-58.44526911,-34.61217716
"1139",-58.44526864,-34.61443071
"1140",-58.44526817,-34.61668426
"1141",-58.4452677,-34.61893781
"1142",-58.44526723,-34.62119136
"1143",-58.44526676,-34.62344491
"1144",-58.44526629,-34.62569846
"1145",-58.44526582,-34.627952
"1146",-58.44526534,-34.63020555
"1148",-58.44526487,-34.63245909
"1149",-58.4452644,-34.63471263
"1150",-58.44526393,-34.63696618
"1151",-58.44526346,-34.63921972
"1152",-58.44526299,-34.64147326
"1153",-58.44526252,-34.6437268
"1154",-58.44526204,-34.64598034
"1155",-58.44526158,-34.64823388
"1156",-58.4452611,-34.65048742
"1157",-58.44526063,-34.65274095
"1159",-58.44526016,-34.65499449
"1160",-58.44525968,-34.65724802
"1161",-58.44525921,-34.65950156
"1162",-58.44525874,-34.6617551
"1163",-58.44525827,-34.66400863
"1164",-58.4452578,-34.66626216
"1165",-58.44525732,-34.66851569
"1166",-58.44525685,-34.67076922
"1167",-58.44525638,-34.67302275
"1168",-58.44525591,-34.67527628
"1170",-58.44525402,-34.68429038
"1171",-58.44292384,-34.54795025
"1172",-58.4429233,-34.55020382
"1173",-58.44292277,-34.55245739
"1174",-58.44292224,-34.55471096
"1175",-58.4429217,-34.55696454
"1176",-58.44292117,-34.55921811
"1177",-58.44292064,-34.56147168
"1178",-58.4429201,-34.56372525
"1179",-58.44291957,-34.56597882
"1181",-58.44291904,-34.56823239
"1182",-58.4429185,-34.57048595
"1183",-58.44291797,-34.57273952
"1184",-58.44291744,-34.57499309
"1185",-58.4429169,-34.57724666
"1186",-58.44291637,-34.57950022
"1187",-58.44291583,-34.58175378
"1188",-58.4429153,-34.58400734
"1189",-58.44291476,-34.5862609
"1190",-58.44291423,-34.58851447
"1192",-58.4429137,-34.59076802
"1193",-58.44291316,-34.59302158
"1194",-58.44291263,-34.59527514
"1195",-58.44291209,-34.5975287
"1196",-58.44291156,-34.59978225
"1197",-58.44291102,-34.60203581
"1198",-58.44291049,-34.60428936
"1199",-58.44290995,-34.60654292
"1200",-58.44290942,-34.60879647
"1201",-58.44290888,-34.61105003
"1203",-58.44290835,-34.61330358
"1204",-58.44290782,-34.61555713
"1205",-58.44290728,-34.61781068
"1206",-58.44290675,-34.62006423
"1207",-58.44290621,-34.62231777
"1208",-58.44290568,-34.62457132
"1209",-58.44290514,-34.62682487
"1210",-58.4429046,-34.62907841
"1211",-58.44290407,-34.63133196
"1212",-58.44290353,-34.6335855
"1214",-58.442903,-34.63583905
"1215",-58.44290247,-34.63809259
"1216",-58.44290193,-34.64034613
"1217",-58.44290139,-34.64259967
"1218",-58.44290086,-34.64485321
"1219",-58.44290032,-34.64710675
"1220",-58.44289978,-34.64936029
"1221",-58.44289925,-34.65161382
"1222",-58.44289871,-34.65386736
"1223",-58.44289818,-34.6561209
"1226",-58.44289764,-34.65837443
"1227",-58.44289711,-34.66062797
"1228",-58.44289657,-34.6628815
"1229",-58.44289603,-34.66513503
"1230",-58.4428955,-34.66738856
"1231",-58.44289496,-34.66964209
"1232",-58.44289443,-34.67189562
"1233",-58.44056485,-34.54907663
"1234",-58.44056426,-34.5513302
"1235",-58.44056366,-34.55358377
"1237",-58.44056306,-34.55583735
"1238",-58.44056247,-34.55809092
"1239",-58.44056187,-34.56034449
"1240",-58.44056127,-34.56259806
"1241",-58.44056068,-34.56485163
"1242",-58.44056008,-34.5671052
"1243",-58.44055948,-34.56935877
"1244",-58.44055889,-34.57161233
"1245",-58.44055829,-34.5738659
"1246",-58.44055769,-34.57611946
"1248",-58.44055709,-34.57837303
"1249",-58.4405565,-34.58062659
"1250",-58.4405559,-34.58288016
"1251",-58.4405553,-34.58513372
"1252",-58.4405547,-34.58738728
"1253",-58.4405541,-34.58964084
"1254",-58.4405535,-34.5918944
"1255",-58.44055291,-34.59414796
"1256",-58.44055231,-34.59640152
"1257",-58.44055171,-34.59865507
"1259",-58.44055112,-34.60090863
"1260",-58.44055051,-34.60316218
"1261",-58.44054992,-34.60541574
"1262",-58.44054932,-34.60766929
"1263",-58.44054872,-34.60992284
"1264",-58.44054812,-34.6121764
"1265",-58.44054752,-34.61442995
"1266",-58.44054692,-34.6166835
"1267",-58.44054632,-34.61893705
"1268",-58.44054573,-34.6211906
"1270",-58.44054513,-34.62344414
"1271",-58.44054453,-34.62569769
"1272",-58.44054393,-34.62795123
"1273",-58.44054333,-34.63020478
"1274",-58.44054273,-34.63245833
"1275",-58.44054213,-34.63471187
"1276",-58.44054153,-34.63696541
"1277",-58.44054094,-34.63921895
"1278",-58.44054033,-34.6414725
"1279",-58.44053973,-34.64372604
"1281",-58.44053913,-34.64597957
"1282",-58.44053853,-34.64823311
"1283",-58.44053794,-34.65048665
"1284",-58.44053733,-34.65274019
"1285",-58.44053673,-34.65499372
"1286",-58.44053614,-34.65724726
"1287",-58.44053554,-34.65950079
"1288",-58.44053493,-34.66175433
"1289",-58.44053434,-34.66400786
"1290",-58.44053373,-34.66626139
"1292",-58.44053314,-34.66851492
"1293",-58.44053253,-34.67076845
"1294",-58.43820515,-34.55245654
"1295",-58.43820449,-34.55471011
"1296",-58.43820251,-34.56147083
"1297",-58.43820185,-34.5637244
"1298",-58.43820118,-34.56597796
"1299",-58.43820052,-34.56823153
"1300",-58.43819987,-34.5704851
"1301",-58.4381992,-34.57273867
"1303",-58.43819854,-34.57499223
"1304",-58.43819788,-34.57724579
"1305",-58.43819722,-34.57949936
"1306",-58.43819656,-34.58175292
"1307",-58.43819589,-34.58400649
"1308",-58.43819523,-34.58626005
"1309",-58.43819457,-34.58851361
"1310",-58.43819391,-34.59076717
"1311",-58.43819325,-34.59302073
"1312",-58.43819259,-34.59527429
"1314",-58.43819193,-34.59752784
"1315",-58.43819126,-34.5997814
"1316",-58.43819061,-34.60203495
"1317",-58.43818994,-34.60428851
"1318",-58.43818928,-34.60654206
"1319",-58.43818862,-34.60879562
"1320",-58.43818795,-34.61104917
"1321",-58.43818729,-34.61330272
"1322",-58.43818663,-34.61555627
"1323",-58.43818597,-34.61780982
"1325",-58.43818531,-34.62006337
"1326",-58.43818464,-34.62231692
"1327",-58.43818398,-34.62457046
"1328",-58.43818332,-34.62682401
"1329",-58.43818265,-34.62907756
"1330",-58.43818199,-34.6313311
"1331",-58.43818133,-34.63358465
"1332",-58.43818067,-34.63583819
"1333",-58.43818,-34.63809173
"1334",-58.43817934,-34.64034527
"1337",-58.43817867,-34.64259881
"1338",-58.43817801,-34.64485235
"1339",-58.43817735,-34.64710589
"1340",-58.43817668,-34.64935943
"1341",-58.43817602,-34.65161296
"1342",-58.43817535,-34.6538665
"1343",-58.43817469,-34.65612004
"1344",-58.43817403,-34.65837357
"1345",-58.43817337,-34.66062711
"1346",-58.4381727,-34.66288064
"1348",-58.43817204,-34.66513417
"1349",-58.43817138,-34.6673877
"1350",-58.43817071,-34.66964124
"1351",-58.43584598,-34.55358283
"1352",-58.43584308,-34.56259711
"1353",-58.43584236,-34.56485068
"1354",-58.43584163,-34.56710425
"1355",-58.43584091,-34.56935782
"1356",-58.43584018,-34.57161138
"1357",-58.43583946,-34.57386495
"1359",-58.43583873,-34.57611852
"1360",-58.43583801,-34.57837208
"1361",-58.43583728,-34.58062565
"1362",-58.43583656,-34.58287921
"1363",-58.43583583,-34.58513277
"1364",-58.43583511,-34.58738633
"1365",-58.43583438,-34.58963989
"1366",-58.43583366,-34.59189345
"1367",-58.43583294,-34.59414701
"1368",-58.43583221,-34.59640057
"1370",-58.43583148,-34.59865412
"1371",-58.43583076,-34.60090768
"1372",-58.43583003,-34.60316124
"1373",-58.43582931,-34.60541479
"1374",-58.43582858,-34.60766834
"1375",-58.43582785,-34.60992189
"1376",-58.43582713,-34.61217545
"1377",-58.4358264,-34.614429
"1378",-58.43582567,-34.61668255
"1379",-58.43582495,-34.6189361
"1381",-58.43582422,-34.62118965
"1382",-58.4358235,-34.62344319
"1383",-58.43582277,-34.62569674
"1384",-58.43582204,-34.62795029
"1385",-58.43582131,-34.63020383
"1386",-58.43582059,-34.63245738
"1387",-58.43581986,-34.63471092
"1388",-58.43581913,-34.63696446
"1389",-58.43581841,-34.639218
"1390",-58.43581768,-34.64147155
"1392",-58.43581695,-34.64372509
"1393",-58.43581622,-34.64597863
"1394",-58.43581549,-34.64823217
"1395",-58.43581477,-34.6504857
"1396",-58.43581404,-34.65273924
"1397",-58.43581331,-34.65499278
"1398",-58.43581259,-34.65724631
"1399",-58.43581186,-34.65949984
"1400",-58.43581113,-34.66175337
"1401",-58.43581041,-34.66400691
"1403",-58.43580968,-34.66626044
"1404",-58.43580895,-34.66851397
"1405",-58.4334828,-34.56597693
"1406",-58.43348201,-34.56823049
"1407",-58.43348123,-34.57048406
"1408",-58.43348044,-34.57273763
"1409",-58.43347965,-34.57499119
"1410",-58.43347886,-34.57724476
"1411",-58.43347807,-34.57949832
"1412",-58.43347728,-34.58175189
"1414",-58.43347649,-34.58400545
"1415",-58.43347571,-34.58625901
"1416",-58.43347492,-34.58851257
"1417",-58.43347413,-34.59076613
"1418",-58.43347334,-34.59301969
"1419",-58.43347255,-34.59527324
"1420",-58.43347176,-34.5975268
"1421",-58.43347097,-34.59978036
"1422",-58.43347019,-34.60203392
"1423",-58.43346939,-34.60428747
"1425",-58.4334686,-34.60654102
"1426",-58.43346781,-34.60879458
"1427",-58.43346702,-34.61104813
"1428",-58.43346623,-34.61330168
"1429",-58.43346544,-34.61555523
"1430",-58.43346465,-34.61780878
"1431",-58.43346386,-34.62006233
"1432",-58.43346307,-34.62231588
"1433",-58.43346228,-34.62456942
"1434",-58.43346149,-34.62682297
"1436",-58.4334607,-34.62907652
"1437",-58.43345991,-34.63133006
"1438",-58.43345912,-34.6335836
"1439",-58.43345833,-34.63583715
"1440",-58.43345754,-34.63809069
"1441",-58.43345675,-34.64034423
"1442",-58.43345596,-34.64259777
"1443",-58.43345516,-34.64485131
"1444",-58.43345437,-34.64710485
"1445",-58.43345358,-34.64935839
"1448",-58.43345279,-34.65161192
"1449",-58.433452,-34.65386546
"1450",-58.43345121,-34.656119
"1451",-58.43345041,-34.65837253
"1452",-58.43344962,-34.66062607
"1453",-58.43344883,-34.6628796
"1454",-58.43344804,-34.66513313
"1455",-58.43344725,-34.66738666
"1456",-58.43344646,-34.66964019
"1457",-58.43112319,-34.56710312
"1459",-58.43112233,-34.56935669
"1460",-58.43112148,-34.57161026
"1461",-58.43112063,-34.57386382
"1462",-58.43111978,-34.57611739
"1463",-58.43111893,-34.57837095
"1464",-58.43111807,-34.58062452
"1465",-58.43111722,-34.58287808
"1466",-58.43111636,-34.58513164
"1467",-58.43111551,-34.5873852
"1468",-58.43111466,-34.58963876
"1470",-58.43111381,-34.59189232
"1471",-58.43111296,-34.59414588
"1472",-58.4311121,-34.59639944
"1473",-58.43111125,-34.59865299
"1474",-58.4311104,-34.60090655
"1475",-58.43110954,-34.60316011
"1476",-58.43110869,-34.60541366
"1477",-58.43110784,-34.60766721
"1478",-58.43110698,-34.60992076
"1479",-58.43110613,-34.61217432
"1481",-58.43110528,-34.61442787
"1482",-58.43110442,-34.61668142
"1483",-58.43110357,-34.61893497
"1484",-58.43110272,-34.62118852
"1485",-58.43110186,-34.62344206
"1486",-58.43110101,-34.62569561
"1487",-58.43110016,-34.62794916
"1488",-58.43109929,-34.6302027
"1489",-58.43109845,-34.63245625
"1490",-58.43109759,-34.63470979
"1492",-58.43109673,-34.63696333
"1493",-58.43109588,-34.63921687
"1494",-58.43109502,-34.64147041
"1495",-58.43109417,-34.64372395
"1496",-58.43109331,-34.64597749
"1497",-58.43109246,-34.64823103
"1498",-58.4310916,-34.65048457
"1499",-58.43109075,-34.6527381
"1500",-58.4310899,-34.65499164
"1501",-58.43108903,-34.65724518
"1503",-58.43108818,-34.65949871
"1504",-58.43108733,-34.66175224
"1505",-58.43108647,-34.66400577
"1506",-58.43108561,-34.66625931
"1507",-58.43108476,-34.66851284
"1508",-58.4287635,-34.56822928
"1509",-58.42876259,-34.57048284
"1510",-58.42876167,-34.57273641
"1511",-58.42876076,-34.57498997
"1512",-58.42875984,-34.57724354
"1514",-58.42875893,-34.5794971
"1515",-58.42875801,-34.58175066
"1516",-58.42875709,-34.58400422
"1517",-58.42875618,-34.58625779
"1518",-58.42875526,-34.58851135
"1519",-58.42875434,-34.59076491
"1520",-58.42875343,-34.59301846
"1521",-58.42875251,-34.59527202
"1522",-58.42875159,-34.59752558
"1523",-58.42875068,-34.59977914
"1525",-58.42874976,-34.60203269
"1526",-58.42874884,-34.60428625
"1527",-58.42874793,-34.6065398
"1528",-58.42874701,-34.60879336
"1529",-58.42874609,-34.61104691
"1530",-58.42874517,-34.61330046
"1531",-58.42874426,-34.61555401
"1532",-58.42874334,-34.61780756
"1533",-58.42874242,-34.62006111
"1534",-58.4287415,-34.62231466
"1536",-58.42874059,-34.6245682
"1537",-58.42873967,-34.62682175
"1538",-58.42873875,-34.62907529
"1539",-58.42873783,-34.63132884
"1540",-58.42873691,-34.63358238
"1541",-58.42873599,-34.63583592
"1542",-58.42873507,-34.63808947
"1543",-58.42873416,-34.64034301
"1544",-58.42873324,-34.64259655
