"","x","y"
"2410",-58.37917973,-34.60764272
"2411",-58.37917747,-34.60989627
"2412",-58.37917522,-34.61214982
"2414",-58.37917296,-34.61440337
"2415",-58.3791707,-34.61665692
"2416",-58.37916845,-34.61891046
"2417",-58.37916619,-34.62116401
"2418",-58.37916393,-34.62341755
"2419",-58.37916167,-34.6256711
"2420",-58.37915941,-34.62792464
"2421",-58.37915715,-34.63017818
"2422",-58.37915489,-34.63243172
"2423",-58.37915263,-34.63468527
"2425",-58.37915037,-34.63693881
"2426",-58.37914812,-34.63919235
"2427",-58.37914585,-34.64144588
"2428",-58.37914359,-34.64369942
"2429",-58.37914133,-34.64595296
"2430",-58.37913907,-34.6482065
"2431",-58.37913681,-34.65046003
"2432",-58.37913455,-34.65271357
"2433",-58.37913229,-34.6549671
"2434",-58.37913003,-34.65722063
"2436",-58.37684603,-34.58172519
"2437",-58.37684371,-34.58397875
"2438",-58.37684139,-34.58623231
"2439",-58.37683676,-34.59073942
"2440",-58.37683444,-34.59299298
"2441",-58.37683212,-34.59524653
"2442",-58.37682981,-34.59750009
"2443",-58.37682748,-34.59975364
"2444",-58.37682517,-34.6020072
"2445",-58.37682284,-34.60426075
"2448",-58.37682052,-34.6065143
"2449",-58.3768182,-34.60876785
"2450",-58.37681588,-34.6110214
"2451",-58.37681356,-34.61327495
"2452",-58.37681124,-34.6155285
"2453",-58.37680892,-34.61778205
"2454",-58.3768066,-34.62003559
"2455",-58.37680427,-34.62228914
"2456",-58.37680196,-34.62454269
"2457",-58.37679963,-34.62679623
"2459",-58.37679731,-34.62904977
"2460",-58.37679499,-34.63130332
"2461",-58.37679266,-34.63355686
"2462",-58.37679034,-34.6358104
"2463",-58.37678801,-34.63806394
"2464",-58.37678569,-34.64031748
"2465",-58.37678337,-34.64257102
"2466",-58.37678104,-34.64482455
"2467",-58.37677872,-34.64707809
"2468",-58.3767764,-34.64933162
"2470",-58.37677407,-34.65158516
"2471",-58.37677174,-34.65383869
"2472",-58.37676942,-34.65609223
"2473",-58.3744852,-34.58285028
"2474",-58.37448282,-34.58510384
"2475",-58.37448044,-34.5873574
"2476",-58.37447806,-34.58961096
"2477",-58.37447568,-34.59186452
"2478",-58.3744733,-34.59411808
"2479",-58.37447091,-34.59637163
"2481",-58.37446853,-34.59862518
"2482",-58.37446615,-34.60087874
"2483",-58.37446376,-34.60313229
"2484",-58.37446138,-34.60538584
"2485",-58.374459,-34.60763939
"2486",-58.37445661,-34.60989295
"2487",-58.37445423,-34.61214649
"2488",-58.37445185,-34.61440004
"2489",-58.37444946,-34.61665359
"2490",-58.37444707,-34.61890714
"2492",-58.37444469,-34.62116068
"2493",-58.3744423,-34.62341423
"2494",-58.37443991,-34.62566777
"2495",-58.37443753,-34.62792131
"2496",-58.37443514,-34.63017486
"2497",-58.37443276,-34.6324284
"2498",-58.37443037,-34.63468194
"2499",-58.37442798,-34.63693548
"2500",-58.37442559,-34.63918902
"2501",-58.3744232,-34.64144256
"2503",-58.37442082,-34.6436961
"2504",-58.37441843,-34.64594963
"2505",-58.37441604,-34.64820317
"2506",-58.37441365,-34.6504567
"2507",-58.37441126,-34.65271024
"2508",-58.37440887,-34.65496377
"2509",-58.37212432,-34.58397534
"2510",-58.37212187,-34.5862289
"2511",-58.37211942,-34.58848245
"2512",-58.37211698,-34.59073601
"2514",-58.37211453,-34.59298957
"2515",-58.37211209,-34.59524312
"2516",-58.37210964,-34.59749668
"2517",-58.3721072,-34.59975023
"2518",-58.37210475,-34.60200378
"2519",-58.3721023,-34.60425734
"2520",-58.37209986,-34.60651089
"2521",-58.37209741,-34.60876444
"2522",-58.37209496,-34.61101799
"2523",-58.37209251,-34.61327154
"2525",-58.37209006,-34.61552508
"2526",-58.37208761,-34.61777863
"2527",-58.37208516,-34.62003218
"2528",-58.37208271,-34.62228572
"2529",-58.37208026,-34.62453927
"2530",-58.37207781,-34.62679281
"2531",-58.37207536,-34.62904636
"2532",-58.37207291,-34.6312999
"2533",-58.37207046,-34.63355344
"2534",-58.37206801,-34.63580698
"2536",-58.37206556,-34.63806052
"2537",-58.37206311,-34.64031406
"2538",-58.37206066,-34.6425676
"2539",-58.3720582,-34.64482113
"2540",-58.37205575,-34.64707467
"2541",-58.3720533,-34.6493282
"2542",-58.37205085,-34.65158174
"2543",-58.37204839,-34.65383527
"2544",-58.36976336,-34.58510034
"2545",-58.36976085,-34.5873539
"2547",-58.36975835,-34.58960746
"2548",-58.36975584,-34.59186101
"2549",-58.36975333,-34.59411457
"2550",-58.36975082,-34.59636812
"2551",-58.36974831,-34.59862168
"2552",-58.3697458,-34.60087523
"2553",-58.36974329,-34.60312879
"2554",-58.36974077,-34.60538234
"2555",-58.36973826,-34.60763589
"2556",-58.36973575,-34.60988944
"2559",-58.36973324,-34.61214299
"2560",-58.36973073,-34.61439654
"2561",-58.36972822,-34.61665008
"2562",-58.3697257,-34.61890363
"2563",-58.36972319,-34.62115717
"2564",-58.36972068,-34.62341072
"2565",-58.36971816,-34.62566426
"2566",-58.36971565,-34.62791781
"2567",-58.36971313,-34.63017135
"2568",-58.36971062,-34.63242489
"2570",-58.3697081,-34.63467843
"2571",-58.36970559,-34.63693197
"2572",-58.36970307,-34.63918551
"2573",-58.36970056,-34.64143905
"2574",-58.36969804,-34.64369259
"2575",-58.36969553,-34.64594612
"2576",-58.36969301,-34.64819966
"2577",-58.36969049,-34.65045319
"2578",-58.36968798,-34.65270673
"2579",-58.36740492,-34.58397174
"2581",-58.36740235,-34.5862253
"2582",-58.36739978,-34.58847886
"2583",-58.36739206,-34.59523953
"2584",-58.36738948,-34.59749308
"2585",-58.36738691,-34.59974663
"2586",-58.36738434,-34.60200019
"2587",-58.36738176,-34.60425374
"2588",-58.36737919,-34.60650729
"2589",-58.36737661,-34.60876084
"2590",-58.36737403,-34.61101439
"2592",-58.36737146,-34.61326794
"2593",-58.36736888,-34.61552149
"2594",-58.36736631,-34.61777503
"2595",-58.36736373,-34.62002858
"2596",-58.36736115,-34.62228213
"2597",-58.36735858,-34.62453567
"2598",-58.367356,-34.62678921
"2599",-58.36735342,-34.62904276
"2600",-58.36735084,-34.6312963
"2601",-58.36734826,-34.63354984
"2603",-58.36734568,-34.63580338
"2604",-58.3673431,-34.63805692
"2605",-58.36734052,-34.64031046
"2606",-58.36733795,-34.642564
"2607",-58.36733537,-34.64481753
"2608",-58.36733279,-34.64707107
"2609",-58.3673302,-34.6493246
"2610",-58.36504391,-34.58509666
"2611",-58.36504127,-34.58735021
"2612",-58.36503072,-34.59636444
"2614",-58.36502808,-34.59861799
"2615",-58.36502545,-34.60087155
"2616",-58.36502281,-34.6031251
"2617",-58.36502017,-34.60537865
"2618",-58.36501753,-34.6076322
"2619",-58.36501489,-34.60988575
"2620",-58.36501225,-34.6121393
"2621",-58.36500961,-34.61439285
"2622",-58.36500697,-34.61664639
"2623",-58.36500433,-34.61889994
"2625",-58.36500169,-34.62115348
"2626",-58.36499905,-34.62340703
"2627",-58.36499641,-34.62566057
"2628",-58.36499377,-34.62791412
"2629",-58.36499112,-34.63016766
"2630",-58.36498848,-34.6324212
"2631",-58.36498584,-34.63467474
"2632",-58.3649832,-34.63692828
"2633",-58.36498056,-34.63918182
"2634",-58.36497791,-34.64143536
"2636",-58.36497527,-34.64368889
"2637",-58.36497263,-34.64594243
"2638",-58.36496998,-34.64819596
"2639",-58.36266662,-34.59974286
"2640",-58.36266392,-34.60199641
"2641",-58.36266122,-34.60424996
"2642",-58.36265852,-34.60650351
"2643",-58.36265581,-34.60875706
"2644",-58.36265311,-34.61101061
"2645",-58.36265041,-34.61326416
"2647",-58.3626477,-34.61551771
"2648",-58.362645,-34.61777125
"2649",-58.3626423,-34.6200248
"2650",-58.36263959,-34.62227834
"2651",-58.36263689,-34.62453189
"2652",-58.36263418,-34.62678543
"2653",-58.36263148,-34.62903897
"2654",-58.36262877,-34.63129252
"2655",-58.36262606,-34.63354606
"2656",-58.36262336,-34.6357996
"2658",-58.36262065,-34.63805314
"2659",-58.36261794,-34.64030667
"2660",-58.36261523,-34.64256021
"2661",-58.36261253,-34.64481375
"2662",-58.36260982,-34.64706728
"2663",-58.36029957,-34.60537478
"2664",-58.3602968,-34.60762833
"2665",-58.36029403,-34.60988188
"2666",-58.36029127,-34.61213543
"2667",-58.3602885,-34.61438897
"2670",-58.36028573,-34.61664252
"2671",-58.36028296,-34.61889607
"2672",-58.3602802,-34.62114961
"2673",-58.36027743,-34.62340315
"2674",-58.36027466,-34.6256567
"2675",-58.36027189,-34.62791024
"2676",-58.36026912,-34.63016378
"2677",-58.36026635,-34.63241732
"2678",-58.36026358,-34.63467086
"2679",-58.36026081,-34.6369244
"2681",-58.36025804,-34.63917794
"2682",-58.36025527,-34.64143148
"2683",-58.36025249,-34.64368502
"2684",-58.36024972,-34.64593855
"2685",-58.35792936,-34.61326019
"2686",-58.35792653,-34.61551374
"2687",-58.3579237,-34.61776729
"2688",-58.35792086,-34.62002083
"2689",-58.35791803,-34.62227438
"2690",-58.3579152,-34.62452792
"2692",-58.35791236,-34.62678147
"2693",-58.35790953,-34.62903501
"2694",-58.3579067,-34.63128855
"2695",-58.35790387,-34.63354209
"2696",-58.35790103,-34.63579563
"2697",-58.3578982,-34.63804917
"2698",-58.35789253,-34.64255624
"2699",-58.35788969,-34.64480978
"2700",-58.3555616,-34.61889201
"2701",-58.3555587,-34.62114555
"2703",-58.3555558,-34.6233991
"2704",-58.35555291,-34.62565264
"2705",-58.35555001,-34.62790618
"2706",-58.35554711,-34.63015973
"2707",-58.35554421,-34.63241327
"2708",-58.35554132,-34.63466681
"2709",-58.35553842,-34.63692034
"2710",-58.35318463,-34.6312844
"2711",-58.35318167,-34.63353794
"2712",-58.3531787,-34.63579148
